,,,,,,,,,,,,,,,index,trial_id,registry,registration_date,start_date,retrospective_registration,sponsor,recruitment_status,phase,study_type,countries,title,acronym,study_category,intervention,intervention_list,enrollment,primary_completion_date,full_completion_date,registy_url,results_type,results_published_date,results_url,last_updated,cross_registration
941,NCT04358614,ClinicalTrials.gov,19.04.2020,16.03.2020,TRUE,Fabrizio,Cantini,Not,Recruiting,Phase,2/Phase,3,Interventional,Italy,Baricitinib,Therapy,in,COVID-19,,Drug,Baricitinib,Baricitinib,12,5.04.2020,7.04.2020,https://clinicaltrials.gov/show/NCT04358614,No,Results,No,Results,No,Results,4.05.2020,None,,,,,
947,NCT04359316,ClinicalTrials.gov,18.04.2020,20.04.2020,FALSE,Shahid,Beheshti,University,of,Medical,Sciences,Not,Recruiting,Phase,4,Interventional,Iran,Azithromycin,in,Hospitalized,COVID-19,Patients,AIC,Drug,Azithromycin,vs.,Hydroxychloroquine,Azithromycin,,,,,,,,,,,
948,NCT04359329,ClinicalTrials.gov,21.04.2020,20.04.2020,TRUE,Sharon,Nachman,Recruiting,Phase,2,Interventional,United,States,Estrogen,Patch,for,COVID-19,Symptoms,,Drug,Estradiol,Estradiol,110,15.11.2020,15.11.2020,https://clinicaltrials.gov/show/NCT04359329,No,Results,No,Results,No,Results,4.05.2020,None,,,,,
950,NCT04359615,ClinicalTrials.gov,18.04.2020,20.04.2020,FALSE,Shahid,Beheshti,University,of,Medical,Sciences,Not,Recruiting,Phase,4,Interventional,Iran,Favipiravir,in,Hospitalized,COVID-19,Patients,FIC,Drug,Favipiravir,+,Hydroxychloroquine,vs.,Hydroxychloroquine,Favipiravir,,,,,,,,,
953,NCT04359914,ClinicalTrials.gov,19.04.2020,15.04.2020,TRUE,University,of,Rostock,Recruiting,Not,Applicable,Observational,Germany,Neurocognitive,Impairment,in,Patients,With,COVID-19,NCoV,Clinical,Presentation,No,Intervention,No,Intervention,80,31.12.2020,1.04.2021,https://clinicaltrials.gov/show/NCT04359914,No,Results,No,Results,No,Results,4.05.2020,None,
955,NCT04360356,ClinicalTrials.gov,19.04.2020,1.05.2020,FALSE,Tanta,University,Not,Recruiting,Phase,2/Phase,3,Interventional,No,Country,Given,Ivermectin,and,Nitazoxanide,Combination,Therapy,for,COVID-19,,Drug,Ivermectin,+,Nitazoxanide,Ivermectin,,,,,,,,,,
961,NCT04361318,ClinicalTrials.gov,18.04.2020,1.05.2020,FALSE,Tanta,University,Not,Recruiting,Phase,2/Phase,3,Interventional,No,Country,Given,Hydroxychloroquine,and,Nitazoxanide,Combination,Therapy,for,COVID-19,,Drug,Hydroxychloroquine,+,Nitazoxanide,Hydroxychloroquine,,,,,,,,,,
965,NCT04361526,ClinicalTrials.gov,21.04.2020,17.04.2020,TRUE,Manuel,Castella,Recruiting,Not,Applicable,Interventional,Spain,Pilot,Study,on,Cytokine,Filtration,in,COVID-19,ARDS,CytokCOVID19,Other,(device),Cytokine,Adsorber,Cytokine,Adsorber,40,20.07.2020,20.07.2020,https://clinicaltrials.gov/show/NCT04361526,No,Results,No,Results,No,Results,4.05.2020,None
966,NCT04361591,ClinicalTrials.gov,22.04.2020,1.03.2020,TRUE,Hospital,Clinic,of,Barcelona,Recruiting,Not,Applicable,Observational,Spain,COVID-19,in,Liver,Transplant,Recipients,COVID19-SETH,Clinical,Presentation,No,Intervention,No,Intervention,200,1.03.2021,21.03.2020,https://clinicaltrials.gov/show/NCT04361591,No,Results,No,Results,No,Results,4.05.2020,None,
972,NCT04362943,ClinicalTrials.gov,22.04.2020,20.04.2020,TRUE,Complejo,Hospitalario,Universitario,de,Albacete,Recruiting,Not,Applicable,Observational,Spain,Clinical-epidemiological,Characterization,of,COVID-19,Disease,in,Hospitalized,Older,Adults,COVID-AGE,Drug,Baricitinib,or,Anakinra,Baricitinib,,,,,,,,,
977,NCT04363788,ClinicalTrials.gov,23.04.2020,28.02.2020,TRUE,Lazarski,University,Not,Recruiting,Not,Applicable,Observational,Poland,Needle,Stick,Injuries,in,Emergency,Medical,Service,Practice,,Procedure,Double,Gloves,Double,Gloves,300,24.04.2020,24.04.2020,https://clinicaltrials.gov/show/NCT04363788,No,Results,No,Results,No,Results,4.05.2020,None
981,NCT04365439,ClinicalTrials.gov,18.04.2020,27.04.2020,FALSE,Enos,Bernasconi,Not,Recruiting,Not,Applicable,Interventional,No,Country,Given,Convalescent,Plasma,for,COVID-19,,ATMP,Plasma,Plasma,10,30.05.2020,30.06.2020,https://clinicaltrials.gov/show/NCT04365439,No,Results,No,Results,No,Results,4.05.2020,None,,,,
983,NCT04365699,ClinicalTrials.gov,25.04.2020,8.04.2020,TRUE,NYU,Langone,Health,Recruiting,Phase,2,Interventional,United,States,Cardiovascular,Effects,of,COVID-19,,Drug,AT-001,AT-001,500,31.12.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04365699,No,Results,No,Results,No,Results,4.05.2020,None,,,,,
986,NCT04365959,ClinicalTrials.gov,21.04.2020,20.03.2020,TRUE,University,of,Milano,Bicocca,Not,Recruiting,Not,Applicable,Observational,Italy,The,Prone,Position,in,Covid-19,Affected,Patients,PRON-COVID,Procedure,Positioning,Positioning,56,9.04.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04365959,No,Results,No,Results,No,Results,4.05.2020,None,
1017,NCT04318301,ClinicalTrials.gov,20.03.2020,21.03.2020,FALSE,Zhenhua,Zen,Not,Recruiting,Not,Applicable,Observational,China,Hypertension,in,Patients,Hospitalized,With,COVID-19,HT-COVID19,Clinical,Presentation,No,Intervention,No,Intervention,275,28.03.2020,30.03.2020,https://clinicaltrials.gov/show/NCT04318301,No,Results,No,Results,No,Results,11.05.2020,None,
1018,NCT04321096,ClinicalTrials.gov,23.03.2020,4.04.2020,TRUE,Aarhus,University,Recruiting,Phase,1/Phase,2,Interventional,Denmark,The,Impact,of,Camostat,Mesilate,on,COVID-19,Infection,CamoCO-19,Drug,Camostat,Mesilate,Camostat,Mesilate,580,31.12.2020,1.05.2021,https://clinicaltrials.gov/show/NCT04321096,No,Results,No,Results,No,Results,11.05.2020,EUCTR2020-001200-42
1020,NCT04329923,ClinicalTrials.gov,30.03.2020,9.04.2020,FALSE,Ravi,Amaravadi,,MD,Recruiting,Phase,2,Interventional,United,States,The,PATCH,Trial,(Prevention,And,Treatment,of,COVID-19,With,Hydroxychloroquine),PATCH,Drug,Hydroxychloroquine,Hydroxychloroquine,400,1.04.2021,1.12.2021,https://clinicaltrials.gov/show/NCT04329923,Journal,Article,30.09.2020,https://doi.org/10.1001/jamainternmed.2020.6319,11.05.2020,None
1031,NCT04365231,ClinicalTrials.gov,23.04.2020,1.04.2020,TRUE,Hospital,St.,Joseph,,Marseille,Not,Recruiting,Phase,3,Interventional,France,Hydroxychloroquine,Azithromycin,COVID-19,Pregnancy,Trial,HASCOPT,Drug,Hydroxychloroquine,+,Azithromycin,Hydroxychloroquine,,,,,,,,,,,,
1032,NCT04365309,ClinicalTrials.gov,24.04.2020,10.02.2020,TRUE,Xijing,Hospital,Recruiting,Phase,2/Phase,3,Interventional,China,Protective,Effect,of,Aspirin,on,COVID-19,Patients,PEAC,Drug,Aspirin,Aspirin,128,20.04.2020,20.06.2020,https://clinicaltrials.gov/show/NCT04365309,No,Results,No,Results,No,Results,11.05.2020,None,,,
1042,NCT04366739,ClinicalTrials.gov,24.04.2020,29.04.2020,FALSE,Centre,Hospitalier,St.,Anne,Not,Recruiting,Phase,3,Interventional,France,Repurposing,of,Chlorpromazine,in,Covid-19,Treatment,reCoVery,Drug,Chlorpromazine,Chlorpromazine,40,30.08.2020,30.09.2020,https://clinicaltrials.gov/show/NCT04366739,No,Results,No,Results,No,Results,11.05.2020,None,,
1049,NCT04367129,ClinicalTrials.gov,16.04.2020,14.04.2020,TRUE,University,Hospital,,Ferrara,Recruiting,Not,Applicable,Observational,Italy,Electrocardiogram,Analysis,in,COVID-19,Patients,ELCOVID,Clinical,Presentation,No,Intervention,No,Intervention,1000,1.12.2020,1.12.2021,https://clinicaltrials.gov/show/NCT04367129,No,Results,No,Results,No,Results,11.05.2020,None,
1051,NCT04367363,ClinicalTrials.gov,17.04.2020,8.03.2020,TRUE,Jean,Liu,Recruiting,Not,Applicable,Observational,Singapore,Social,Media,and,COVID-19,,Other,No,Intervention,No,Intervention,150,7.05.2020,31.05.2020,https://clinicaltrials.gov/show/NCT04367363,No,Results,No,Results,No,Results,11.05.2020,None,,,,,
1066,NCT04368390,ClinicalTrials.gov,28.04.2020,3.04.2020,TRUE,University,Hospital,,Strasbourg,Recruiting,Not,Applicable,Observational,France,Neuroradiolological,Analysis,of,COVID-19,Patients,COVID-19BRAIN,Clinical,Presentation,No,Intervention,No,Intervention,100,21.04.2020,21.04.2020,https://clinicaltrials.gov/show/NCT04368390,No,Results,No,Results,No,Results,11.05.2020,None,
1067,NCT04368975,ClinicalTrials.gov,27.04.2020,12.03.2020,TRUE,Hospital,Clinic,of,Barcelona,Recruiting,Not,Applicable,Observational,Spain,ARDS,Caused,by,COVID-19,,Clinical,Presentation,No,Intervention,No,Intervention,500,21.04.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04368975,No,Results,No,Results,No,Results,11.05.2020,None,,
1072,NCT04369989,ClinicalTrials.gov,28.04.2020,14.04.2020,TRUE,OSF,Healthcare,System,Recruiting,Not,Applicable,Observational,United,States,Observational,Study,of,COVID-19,Treatment,Efficacy,,Clinical,Presentation,No,Intervention,No,Intervention,1000,14.04.2021,14.04.2021,https://clinicaltrials.gov/show/NCT04369989,No,Results,No,Results,No,Results,11.05.2020,None
1073,NCT04370197,ClinicalTrials.gov,29.04.2020,3.03.2020,TRUE,University,Hospital,,Strasbourg,Recruiting,Not,Applicable,Observational,France,Covid-19,Epidemic,on,Acute,Stroke,Management,Stroke-Covid19,Clinical,Presentation,No,Intervention,No,Intervention,300,30.04.2020,30.04.2020,https://clinicaltrials.gov/show/NCT04370197,No,Results,No,Results,No,Results,11.05.2020,None
1076,NCT04370938,ClinicalTrials.gov,29.04.2020,29.04.2020,FALSE,University,of,Pittsburgh,Recruiting,Not,Applicable,Interventional,United,States,Provider,Burnout,During,COVID-19,,Other,(psych),Psychological,Psychological,250,29.10.2020,29.10.2020,https://clinicaltrials.gov/show/NCT04370938,No,Results,No,Results,No,Results,11.05.2020,None,,,,
1088,ChiCTR2000032737,ChiCTR,8.05.2020,8.05.2020,FALSE,The,First,Affiliated,Hospital,of,Guangdong,Pharmaceutical,University,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,NCT04324489,ClinicalTrials.gov,25.03.2020,6.03.2020,TRUE,Renmin,Hospital,of,Wuhan,University,Not,Recruiting,Not,Applicable,Interventional,China,DAS181,for,Severe,COVID-19:,Compassionate,Use,,Drug,DAS181,DAS181,4,16.04.2020,30.04.2020,https://clinicaltrials.gov/show/NCT04324489,No,Results,No,Results,No,Results,14.05.2020,None,
1113,NCT04333550,ClinicalTrials.gov,1.04.2020,1.04.2020,FALSE,Kermanshah,University,of,Medical,Sciences,Recruiting,Phase,1/Phase,2,Interventional,Iran,Application,of,Desferal,to,Treat,COVID-19,,Drug,Deferoxamine,Deferoxamine,50,20.09.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04333550,No,Results,No,Results,No,Results,14.05.2020,None,
1114,NCT04337047,ClinicalTrials.gov,3.04.2020,31.03.2020,TRUE,Wefight,Not,Recruiting,Not,Applicable,Observational,France,Distress,in,Crisis,Situations,During,COVID-19,,Other,(psych),No,Intervention,No,Intervention,2000,30.04.2020,3.05.2020,https://clinicaltrials.gov/show/NCT04337047,Pre-Print,Article,15.05.2020,https://doi.org/10.1101/2020.05.10.20093161,14.05.2020,None,,,,
1122,NCT04354766,ClinicalTrials.gov,17.04.2020,29.04.2020,FALSE,Hospices,Civils,de,Lyon,Recruiting,Not,Applicable,Observational,France,COVID-19,:,Neutralizing,Human,Monoclonal,Antibodies,Against,SARS-Cov-2,ANTI-COV-2,ATMP,Plasma,Plasma,10,20.07.2020,20.07.2020,https://clinicaltrials.gov/show/NCT04354766,No,Results,No,Results,No,Results,14.05.2020,None,
1143,NCT04373213,ClinicalTrials.gov,30.04.2020,5.05.2020,FALSE,Erzincan,University,Not,Recruiting,Not,Applicable,Observational,Turkey,Evaluation,of,the,Fluid,Response,of,SARS-CoV-2,(COVID-19),Patients,in,Intensive,Care,,,,,,,,,,,,,,
1146,NCT04374058,ClinicalTrials.gov,1.05.2020,20.03.2020,TRUE,Dialisis,Madariaga,Not,Recruiting,Not,Applicable,Observational,Argentina,Less,Frequency,Hemodialysis,and,COVID-19,,Other,Other,Other,50,21.03.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04374058,No,Results,No,Results,No,Results,14.05.2020,None,,,,,
1147,NCT04374071,ClinicalTrials.gov,30.04.2020,12.03.2020,TRUE,Henry,Ford,Health,System,Not,Recruiting,Not,Applicable,Observational,United,States,Early,Short,Course,Corticosteroids,in,COVID-19,,Drug,Corticosteroids,Methylprednisolone,250,27.03.2020,30.04.2020,https://clinicaltrials.gov/show/NCT04374071,Pre-Print,Article,No,Results,https://doi.org/10.1101/2020.05.04.20074609,,https://doi.org/10.1101/2020.05.06.20076687,14.05.2020,None
1148,NCT04374422,ClinicalTrials.gov,29.04.2020,10.04.2020,TRUE,Acibadem,University,Not,Recruiting,Not,Applicable,Observational,Turkey,COVID-19,Pandemic,and,Female,Sexual,Behavior,,Other,No,Intervention,No,Intervention,58,12.04.2020,12.04.2020,https://clinicaltrials.gov/show/NCT04374422,No,Results,No,Results,No,Results,14.05.2020,None,,
1153,NCT04376034,ClinicalTrials.gov,19.04.2020,16.04.2020,TRUE,West,Virginia,University,Recruiting,Phase,3,Interventional,United,States,Convalescent,Plasma,Collection,and,Treatment,in,Pediatrics,and,Adults,,ATMP,Plasma,Plasma,240,30.03.2021,30.03.2021,https://clinicaltrials.gov/show/NCT04376034,No,Results,No,Results,No,Results,14.05.2020,None
1158,NCT04341441,ClinicalTrials.gov,7.04.2020,7.04.2020,FALSE,Henry,Ford,Health,System,Recruiting,Phase,3,Interventional,United,States,Will,Hydroxychloroquine,Impede,or,Prevent,COVID-19,WHIP,COVID-19,Drug,Hydroxychloroquine,Hydroxychloroquine,3000,30.06.2020,30.04.2021,https://clinicaltrials.gov/show/NCT04341441,No,Results,No,Results,No,Results,18.05.2020,None,
1165,NCT04356885,ClinicalTrials.gov,19.04.2020,1.04.2020,TRUE,University,Hospital,,Montpellier,Recruiting,Not,Applicable,Observational,France,COVID-19,and,Psychotic,Symptoms,in,France,SCHIZOVID-19,Clinical,Presentation,No,Intervention,No,Intervention,600,30.07.2020,1.08.2020,https://clinicaltrials.gov/show/NCT04356885,No,Results,No,Results,No,Results,18.05.2020,None
1169,NCT04363008,ClinicalTrials.gov,21.04.2020,30.03.2020,TRUE,University,of,British,Columbia,Recruiting,Not,Applicable,Observational,Canada,COVID,19,Biomarkers,,Diagnostics,Diagnostic,Test,or,Assessment,Diagnostic,Test,or,Assessment,150,30.04.2020,30.09.2021,https://clinicaltrials.gov/show/NCT04363008,No,Results,No,Results,No,Results,18.05.2020,None
1178,NCT04371107,ClinicalTrials.gov,27.04.2020,29.04.2020,FALSE,CHU,de,Amiens,Not,Recruiting,Phase,3,Interventional,France,Proactive,Care,of,Ambulatory,COVID19,Patients,AMBU-COVID,Drug,Azithromycin,Azithromycin,64,20.06.2020,20.07.2020,https://clinicaltrials.gov/show/NCT04371107,No,Results,No,Results,No,Results,18.05.2020,None,,,
1179,NCT04371640,ClinicalTrials.gov,28.04.2020,1.05.2020,FALSE,Walter,K.,Kraft,Recruiting,Phase,1,Interventional,United,States,Sirolimus,in,COVID-19,Phase,1,SirCO-1,Drug,Sirolimus,Sirolimus,40,20.07.2020,20.08.2020,https://clinicaltrials.gov/show/NCT04371640,No,Results,No,Results,No,Results,18.05.2020,None,,,,
1180,NCT04373161,ClinicalTrials.gov,30.04.2020,20.03.2020,TRUE,Swedish,Hospital,Not,Recruiting,Not,Applicable,Interventional,United,States,Home,Pulse,Oximeter,Use,in,Patients,With,COVID-19,,Other,(device),Biosensors,Biosensors,209,22.04.2020,22.04.2020,https://clinicaltrials.gov/show/NCT04373161,No,Results,No,Results,No,Results,18.05.2020,None
1192,NCT04376996,ClinicalTrials.gov,4.05.2020,20.04.2020,TRUE,University,of,Ljubljana,Recruiting,Not,Applicable,Observational,Slovenia,Slovenian,National,COVID-19,Prevalence,Study,SLO-COVID-19,Clinical,Presentation,(Epidemiology),No,Intervention,No,Intervention,3000,20.10.2020,20.12.2020,https://clinicaltrials.gov/show/NCT04376996,No,Results,No,Results,No,Results,18.05.2020,None,
1195,NCT04377308,ClinicalTrials.gov,18.04.2020,1.05.2020,FALSE,University,of,Toledo,Recruiting,Phase,4,Interventional,United,States,Fluoxetine,to,Reduce,Intubation,and,Death,After,COVID19,Infection,,Drug,Fluoxetine,Fluoxetine,2000,20.04.2021,20.10.2021,https://clinicaltrials.gov/show/NCT04377308,No,Results,No,Results,No,Results,18.05.2020,None
1207,NCT04378738,ClinicalTrials.gov,1.05.2020,1.05.2020,FALSE,Acibadem,University,Recruiting,Not,Applicable,Interventional,Turkey,Social,Media,and,Covid19,Pandemic,,Other,No,Intervention,No,Intervention,212,7.05.2020,8.05.2020,https://clinicaltrials.gov/show/NCT04378738,No,Results,No,Results,No,Results,18.05.2020,None,,,,
1212,NCT04379336,ClinicalTrials.gov,4.05.2020,4.05.2020,FALSE,TASK,Applied,Science,Recruiting,Phase,3,Interventional,South,Africa,BCG,Vaccination,for,Healthcare,Workers,in,COVID-19,Pandemic,,ATMP,Vaccine,Vaccine,500,28.04.2021,28.04.2021,https://clinicaltrials.gov/show/NCT04379336,No,Results,No,Results,No,Results,18.05.2020,None,
1213,NCT04379440,ClinicalTrials.gov,3.05.2020,25.04.2020,TRUE,Raffaele,Antonelli,Incalzi,Recruiting,Not,Applicable,Observational,Italy,Geriatric,Population,COVID-19,Observational,Study,(GEROCOVIDobs),GEROCOVIDobs,Clinical,Presentation,(Epidemiology),No,Intervention,No,Intervention,1500,30.09.2020,30.11.2020,https://clinicaltrials.gov/show/NCT04379440,No,Results,No,Results,No,Results,18.05.2020,None
1215,NCT04379661,ClinicalTrials.gov,5.05.2020,3.04.2020,TRUE,Columbia,University,Recruiting,Not,Applicable,Interventional,United,States,SUNLIGHT,Study:,Online,Support,Groups,for,MS,to,Address,COVID-19,,Other,Other,Other,52,21.04.2020,21.04.2020,https://clinicaltrials.gov/show/NCT04379661,No,Results,No,Results,No,Results,18.05.2020,None
1231,IRCT20150303021315N17,IRCT,12.04.2020,15.03.2020,TRUE,Aryogen,Pharmed,Recruiting,Phase,3,Interventional,Iran,Tocilizumab,in,severe,COVID-19,,Drug,Tocilizumab,Tocilizumab,85,Not,Available,Not,Available,http://en.irct.ir/trial/46550,No,Results,No,Results,No,Results,18.05.2020,None,,,,,
1233,IRCT20190727044343N2,IRCT,19.04.2020,5.04.2020,TRUE,Mazandaran,University,of,Medical,Sciences,Not,Recruiting,Phase,2/Phase,3,Interventional,Iran,Atorvastatin,effect,on,COVID-19,,Drug,Atorvastatin,Atorvastatin,100,Not,Available,Not,Available,http://en.irct.ir/trial/46639,No,Results,No,Results,No,Results,18.05.2020,None
1250,IRCT20200328046886N1,IRCT,12.04.2020,5.03.2020,TRUE,Mazandaran,University,of,Medical,Sciences,Not,Recruiting,Phase,3,Interventional,Iran,The,effectiveness,of,Sovodak,(sofosbuvir+daclatasvir),in,Covid-19,patients,,Drug,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,48,Not,Available,4.05.2020,http://en.irct.ir/trial/46885,Journal,Article,19.08.2020,https://doi.org/10.1093/jac/dkaa332,18.05.2020,None
1261,IRCT20151227025726N14,IRCT,10.04.2020,5.04.2020,TRUE,Shahid,Beheshti,University,of,Medical,Sciences,Recruiting,Phase,3,Interventional,Iran,Evaluation,the,effects,of,Favipiravir,in,COVID-19,patients,,Drug,Favipiravir,vs.,Lopinavir/ritonavir,Favipiravir,,,,,,,,,
1269,IRCT20081019001369N4,IRCT,11.04.2020,20.04.2020,FALSE,Mashhad,University,of,Medical,Sciences,Recruiting,Phase,2,Interventional,Iran,Effect,of,minocycline,on,COVID-19,,Drug,Minocycline,Minocycline,40,Not,Available,Not,Available,http://en.irct.ir/trial/46977,No,Results,No,Results,No,Results,18.05.2020,None,
1271,IRCT20200408046992N1,IRCT,14.04.2020,16.04.2020,FALSE,Birjand,University,of,Medical,Sciences,Recruiting,Phase,3,Interventional,Iran,Effect,of,Trifluoperazine,in,treatment,of,COVID-19,,Drug,Trifluoprazine,+,Hydroxychloroquine,vs.,Hydroxychloroquine,Trifluoprazine,,,,,,,,,
1272,IRCT20180129038542N1,IRCT,13.04.2020,6.04.2020,TRUE,University,of,Baqiyatallah,Not,Recruiting,Not,Applicable,Interventional,Iran,Early,tracheostomy,in,COVID-19,,Other,(physical),Mechanical,ventilation,Mechanical,ventilation,30,Not,Available,13.04.2020,http://en.irct.ir/trial/47013,No,Results,No,Results,No,Results,18.05.2020,None,
1305,IRCT20200419047128N1,IRCT,22.04.2020,4.05.2020,FALSE,Ahvaz,University,of,Medical,Sciences,Recruiting,Phase,3,Interventional,Iran,Tranilast,in,COVID19,,Drug,Tranilast,Tranilast,60,Not,Available,Not,Available,http://en.irct.ir/trial/47265,No,Results,No,Results,No,Results,18.05.2020,None,,,
1313,IRCT20190618043923N4,IRCT,4.05.2020,25.04.2020,TRUE,Tabriz,University,of,Medical,Sciences,Recruiting,Phase,2/Phase,3,Interventional,Iran,Ozone,Autohemotherapy,in,Covid19,,Drug,Ozone,Ozone,20,Not,Available,Not,Available,http://en.irct.ir/trial/47363,No,Results,No,Results,No,Results,18.05.2020,None,
1338,KCT0005005,CRIS,11.05.2020,11.05.2020,FALSE,Daegu,Catholic,University,Medical,Center,Not,Recruiting,Not,Applicable,Observational,South,Korea,Psychiatric,Consultation,for,COVID-19,Patients,,Other,(psych),Psychological,Psychological,54,31.07.2020,31.12.2020,http://cris.nih.go.kr/cris/en/search/search_result_st01.jsp?seq=16339,No,Results,No,Results,No,Results,18.05.2020,None
1354,NCT04344015,ClinicalTrials.gov,9.04.2020,13.04.2020,FALSE,Thomas,Jefferson,University,Recruiting,Not,Applicable,Interventional,United,States,COVID-19,Plasma,Collection,,ATMP,Plasma,Plasma,2000,12.04.2021,12.04.2021,https://clinicaltrials.gov/show/NCT04344015,No,Results,No,Results,No,Results,21.05.2020,None,,,,,,
1356,NCT04353323,ClinicalTrials.gov,15.04.2020,25.05.2020,FALSE,University,Hospital,,Limoges,Not,Recruiting,Not,Applicable,Observational,France,COVID,19-Caregivers,IGg,Seroconversion,CoSigS,Clinical,Presentation,(Epidemiology),No,Intervention,No,Intervention,130,25.06.2020,25.12.2020,https://clinicaltrials.gov/show/NCT04353323,No,Results,No,Results,No,Results,21.05.2020,None
1359,NCT04375709,ClinicalTrials.gov,4.05.2020,15.03.2020,TRUE,Kantonsspital,Winterthur,(KSW),Recruiting,Not,Applicable,Observational,Switzerland,Quality,of,Life,and,Physical,Performance,After,Novel,Coronavirus,Infection,(COVID-19),,,,,,,,,,,,,,,
1360,NCT04376476,ClinicalTrials.gov,28.04.2020,5.05.2020,FALSE,Hospices,Civils,de,Lyon,Recruiting,Not,Applicable,Interventional,France,Host-pathogen,Interactions,During,SARS-CoV-2,Infection,HPI-COVID-19,Clinical,Presentation,No,Intervention,No,Intervention,450,5.06.2021,5.06.2021,https://clinicaltrials.gov/show/NCT04376476,No,Results,No,Results,No,Results,21.05.2020,None,
